name,party_name,election_name,election_date,office,is_incumbent,special_election,created_at,updated_at,ocd_person_id,ocd_candidacy_id,ocd_election_id,ocd_post_id,ocd_contest_id,ocd_party_id,latest_calaccess_filer_id,calaccess_filer_id_count,latest_form501_filing_id,form501_filing_count
PAUL J. COOK,REPUBLICAN,2008 GENERAL,2008-11-04,Assembly 65,t,f,2017-10-25 02:13:52.23908+00,2017-10-25 02:13:52.31867+00,ocd-person/9ef45bdc-2191-42bc-abe3-c1d8ef5814df,ocd-candidacy/16127130-b8db-4df8-bc54-30e2c5c8a0de,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/60e00928-3e79-46a3-9e74-28b722900d00,ocd-contest/4fac0947-fabf-4051-be04-0a9bbb0e240f,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1277238,1,1244625,2
KEVIN D. JEFFRIES,REPUBLICAN,2008 GENERAL,2008-11-04,Assembly 66,t,f,2017-10-25 02:13:53.518534+00,2017-10-25 02:13:53.599611+00,ocd-person/07b9d65a-28b0-4102-ba1f-df8ca440d9df,ocd-candidacy/a24081d3-9dc4-47ef-ab07-0c727cbb7b23,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/79697e51-95d5-4f5a-a10f-8cef649f66d9,ocd-contest/bfa6c35a-8ad1-499e-a21a-8326f674adc7,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1274283,1,1227336,2
GREY FRANDSEN,DEMOCRATIC,2008 GENERAL,2008-11-04,Assembly 66,f,f,2017-10-25 02:13:53.284746+00,2017-10-25 02:13:53.364375+00,ocd-person/ed4b5919-4a2f-4102-886f-f526737e828d,ocd-candidacy/6af512b6-c2d9-4338-b418-af0cbf666762,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/79697e51-95d5-4f5a-a10f-8cef649f66d9,ocd-contest/bfa6c35a-8ad1-499e-a21a-8326f674adc7,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1304682,1,1317979,1
JAMES W. SILVA,REPUBLICAN,2008 GENERAL,2008-11-04,Assembly 67,t,f,2017-10-25 02:00:42.938835+00,2017-10-25 02:00:43.020651+00,ocd-person/d3d6c7c8-9dd1-4844-ac46-5d1d61038b07,ocd-candidacy/ba3430fe-ca68-4ece-8117-b1d488ceadbc,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/8847d29d-8b3c-48ac-ab1e-e12ba9d8e162,ocd-contest/1ec6bcc9-55b5-4202-929c-47afaba3b7a1,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1241308,1,1223027,2
STEVE BLOUNT,DEMOCRATIC,2008 GENERAL,2008-11-04,Assembly 67,f,f,2017-10-25 02:13:52.989778+00,2017-10-25 02:13:53.067635+00,ocd-person/f85fec87-94db-4ae8-9aa1-9a2619c6b70e,ocd-candidacy/89712ee5-cae6-4ffb-9d06-edef4e1dbc30,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/8847d29d-8b3c-48ac-ab1e-e12ba9d8e162,ocd-contest/1ec6bcc9-55b5-4202-929c-47afaba3b7a1,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1304218,1,1316295,1
KEN ARNOLD,DEMOCRATIC,2008 GENERAL,2008-11-04,Assembly 68,f,f,2017-10-25 02:13:55.650634+00,2017-10-25 02:13:55.727785+00,ocd-person/09d9e84b-1993-4950-9193-3acc2db26c92,ocd-candidacy/d6634377-c3dc-4772-b535-257b1fbdef2a,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/089e0ab8-f5d0-4ce9-8024-3170e10c73d5,ocd-contest/816d9e86-ce62-4e3a-87aa-1f7ee30142a0,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1305220,1,1318986,1
VAN TRAN,REPUBLICAN,2008 GENERAL,2008-11-04,Assembly 68,t,f,2017-10-25 02:13:55.881574+00,2017-10-25 02:13:55.969018+00,ocd-person/5c43152f-ea3e-4ddf-bff6-3da9900915b6,ocd-candidacy/8be9d4c3-5503-4449-b9e5-3fb1b0a28a33,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/089e0ab8-f5d0-4ce9-8024-3170e10c73d5,ocd-contest/816d9e86-ce62-4e3a-87aa-1f7ee30142a0,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1228283,1,1222184,3
CAMERON M. MANGELS,REPUBLICAN,2008 GENERAL,2008-11-04,Assembly 69,f,f,2017-10-25 02:24:05.199023+00,2017-10-25 02:24:05.324945+00,ocd-person/ce61b316-d99a-4e00-bdb1-a7acb9440d5b,ocd-candidacy/82f90e8f-027b-4969-a44d-9e1687332978,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/59c6bed6-0f73-4e9c-98aa-5550eef36a50,ocd-contest/1dcd2a3a-b12d-4be2-8df7-9c68e352efee,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1305516,1,1325137,1
JOSE SOLORIO,DEMOCRATIC,2008 GENERAL,2008-11-04,Assembly 69,t,f,2017-10-25 02:13:55.36527+00,2017-10-25 02:13:55.445322+00,ocd-person/f8b4b591-66b0-48b6-80fb-7b19dcb15f51,ocd-candidacy/e02bfb35-3fa7-48f9-8de6-7d685df1dfce,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/59c6bed6-0f73-4e9c-98aa-5550eef36a50,ocd-contest/1dcd2a3a-b12d-4be2-8df7-9c68e352efee,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1279123,1,1223037,2
MICHAEL G. GLOVER,DEMOCRATIC,2008 GENERAL,2008-11-04,Assembly 70,f,f,2017-10-25 02:13:25.649824+00,2017-10-25 02:13:25.729076+00,ocd-person/0fa95c31-c739-4851-94e6-c9ed61933189,ocd-candidacy/19890059-2afd-428b-8b89-bf51dba025d8,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/1afc6716-fabb-4034-9484-391dd9718cf8,ocd-contest/6a7e5296-2f1c-4047-b299-bd8fe7cdd018,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1283593,1,1344519,2
CHARLES S. DE VORE,REPUBLICAN,2008 GENERAL,2008-11-04,Assembly 70,t,f,2017-10-25 02:13:25.412098+00,2017-10-25 02:13:25.495876+00,ocd-person/b58be5de-64a4-4b98-a7a8-7c7f92538f09,ocd-candidacy/bf3cda4c-47e6-4fe6-bf84-79071d2a1a0a,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/1afc6716-fabb-4034-9484-391dd9718cf8,ocd-contest/6a7e5296-2f1c-4047-b299-bd8fe7cdd018,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1254089,1,1227332,3
JEFF MILLER,REPUBLICAN,2008 GENERAL,2008-11-04,Assembly 71,,f,2017-10-25 02:13:25.931472+00,2017-10-25 02:13:26.009718+00,ocd-person/5300cf52-8b32-4fa4-b62c-a2899cf3ef74,ocd-candidacy/97304416-1011-4ac2-9053-7456083d1ed2,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/5f2937f4-1443-4699-96e2-0776a0f08b10,ocd-contest/73676c3c-e0d7-4ba5-9d61-70aa3df783c7,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1224578,1,1246439,1
MIKE DUVALL,REPUBLICAN,2008 GENERAL,2008-11-04,Assembly 72,t,f,2017-10-25 02:13:24.380066+00,2017-10-25 02:13:24.462198+00,ocd-person/75770354-72ce-4d9e-9eb8-5822e0ef3a8d,ocd-candidacy/d0614a66-3116-449a-b637-5a9f6fdd69c8,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/ceda3874-c471-49d8-a9ad-f9f2ac285ef9,ocd-contest/d95b452a-0411-44f7-8a0a-f8dce9217600,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1226871,1,1222173,2
JOHN P. MAC MURRAY,DEMOCRATIC,2008 GENERAL,2008-11-04,Assembly 72,f,f,2017-10-25 02:13:24.614397+00,2017-10-25 02:13:24.693261+00,ocd-person/d3fb7777-2b75-40dc-b06d-fa8d286bc050,ocd-candidacy/eb1cd95e-f8bf-4c77-8deb-56fcb53032a2,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/ceda3874-c471-49d8-a9ad-f9f2ac285ef9,ocd-contest/d95b452a-0411-44f7-8a0a-f8dce9217600,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1281802,1,1294491,2
JUDITH E. JONES,DEMOCRATIC,2008 GENERAL,2008-11-04,Assembly 73,,f,2017-10-25 02:13:25.127239+00,2017-10-25 02:13:25.211328+00,ocd-person/2a373c96-4387-449a-8e3f-8c1f47000fc7,ocd-candidacy/14344d0b-6d94-4067-a386-b7043794a312,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/2661e8d9-6c9c-49c8-a328-4b008c20f371,ocd-contest/5d7befba-eea2-4838-9f2b-d67c79a5915f,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1286487,1,1316618,3
ANDREW H. FAVOR,LIBERTARIAN,2008 GENERAL,2008-11-04,Assembly 73,,f,2017-10-25 02:23:44.302071+00,2017-10-25 02:23:44.423782+00,ocd-person/48c6519d-ed08-4d77-890c-702bd4d0bcb9,ocd-candidacy/9ef7af58-f677-439c-a5d6-c0eda0947ce8,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/2661e8d9-6c9c-49c8-a328-4b008c20f371,ocd-contest/5d7befba-eea2-4838-9f2b-d67c79a5915f,ocd-organization/0f632422-8617-4738-9d45-1ebf82c111ba,1260783,1,1317203,3
DIANE HARKEY,REPUBLICAN,2008 GENERAL,2008-11-04,Assembly 73,,f,2017-10-25 02:13:24.891901+00,2017-10-25 02:13:24.971874+00,ocd-person/e121ff67-8ec9-4a5b-a907-343d052068d4,ocd-candidacy/2358d4fc-026e-4e3b-bcd1-52793f6aa783,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/2661e8d9-6c9c-49c8-a328-4b008c20f371,ocd-contest/5d7befba-eea2-4838-9f2b-d67c79a5915f,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1281241,1,1231438,1
PAUL KING,LIBERTARIAN,2008 GENERAL,2008-11-04,Assembly 74,f,f,2017-10-25 02:23:45.496781+00,2017-10-25 02:23:45.616562+00,ocd-person/05b2cb6c-71cf-41e0-8d90-ea6cf5430f7e,ocd-candidacy/28870a50-3744-42f6-acef-837ba197e61f,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/cb7617ce-f5d5-428c-a630-24f446a953b3,ocd-contest/337c084f-25be-4d86-abc2-5b00b4217183,ocd-organization/0f632422-8617-4738-9d45-1ebf82c111ba,1305081,1,1318419,1
MARTIN W. GARRICK,REPUBLICAN,2008 GENERAL,2008-11-04,Assembly 74,t,f,2017-10-25 02:13:27.002852+00,2017-10-25 02:13:27.087467+00,ocd-person/2d262398-65f3-4beb-9b3e-c60ec95697d2,ocd-candidacy/9dd7bd50-25d0-484e-8e3e-5c0ec6f7d6c1,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/cb7617ce-f5d5-428c-a630-24f446a953b3,ocd-contest/337c084f-25be-4d86-abc2-5b00b4217183,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1274189,1,1231433,2
BRETT DEFOREST MAXFIELD,DEMOCRATIC,2008 GENERAL,2008-11-04,Assembly 74,f,f,2017-10-25 02:15:06.631631+00,2017-10-25 02:15:06.756479+00,ocd-person/6ebcf3dc-75bd-4ba9-bd71-91fd2240e9f3,ocd-candidacy/e0c0a9d8-ff6e-45c3-b163-9fd328f673ee,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/cb7617ce-f5d5-428c-a630-24f446a953b3,ocd-contest/337c084f-25be-4d86-abc2-5b00b4217183,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1305520,1,1322225,1
DARREN KASAI,DEMOCRATIC,2008 GENERAL,2008-11-04,Assembly 75,,f,2017-10-25 02:23:45.798196+00,2017-10-25 02:23:45.918977+00,ocd-person/4e27b903-81ca-4b3b-b59c-26a0458e703a,ocd-candidacy/04148dc7-c70e-436e-860e-27591327e8e8,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/b37fca49-7791-40d6-b6f2-8dc3f8bedf56,ocd-contest/8e98d53e-90e6-4e7d-a568-a879b4d09402,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1302960,1,1301420,1
NATHAN B. FLETCHER,REPUBLICAN,2008 GENERAL,2008-11-04,Assembly 75,,f,2017-10-25 02:13:27.288001+00,2017-10-25 02:13:27.369494+00,ocd-person/5cf11b0f-f617-4a7d-90af-6c17cfd928b1,ocd-candidacy/5b765337-ae46-4488-8f6e-a73ba82ea503,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/b37fca49-7791-40d6-b6f2-8dc3f8bedf56,ocd-contest/8e98d53e-90e6-4e7d-a568-a879b4d09402,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1281232,1,1134782,1
JOHN MURPHY,LIBERTARIAN,2008 GENERAL,2008-11-04,Assembly 75,,f,2017-10-25 02:23:46.099213+00,2017-10-25 02:23:46.223373+00,ocd-person/6f8be09e-1dc6-4187-9b61-e48ed0470c63,ocd-candidacy/a81eb845-7e7d-4a57-bec9-5a749d5a7b8f,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/b37fca49-7791-40d6-b6f2-8dc3f8bedf56,ocd-contest/8e98d53e-90e6-4e7d-a568-a879b4d09402,ocd-organization/0f632422-8617-4738-9d45-1ebf82c111ba,1305080,2,1318417,1
RALPH DENNEY,REPUBLICAN,2008 GENERAL,2008-11-04,Assembly 76,f,f,2017-10-25 02:13:26.206702+00,2017-10-25 02:13:26.289089+00,ocd-person/6e8607df-4059-4cf6-b10f-0a796c0c09d7,ocd-candidacy/e6cac919-8ea2-4528-b3b1-39fb161733b1,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/c24fd805-77dd-4592-821d-636e3e311510,ocd-contest/7bc7dd09-8910-4dd2-af0f-198cd24b881d,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1281914,1,1299616,2
DANIEL H. BAEHR,LIBERTARIAN,2008 GENERAL,2008-11-04,Assembly 76,f,f,2017-10-25 02:23:44.602+00,2017-10-25 02:23:44.717383+00,ocd-person/6f0c531d-410a-48cc-bed3-39232dbe89b7,ocd-candidacy/5c8a002b-9002-4c55-aa31-205de9b58d46,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/c24fd805-77dd-4592-821d-636e3e311510,ocd-contest/7bc7dd09-8910-4dd2-af0f-198cd24b881d,ocd-organization/0f632422-8617-4738-9d45-1ebf82c111ba,1305521,1,1322476,1
LORI SALDANA,DEMOCRATIC,2008 GENERAL,2008-11-04,Assembly 76,t,f,2017-10-25 02:13:26.442917+00,2017-10-25 02:13:26.526073+00,ocd-person/bd2e9594-7767-4299-83cd-25070915e4e4,ocd-candidacy/1128a869-32b5-43fc-bfc8-c1169416585c,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/c24fd805-77dd-4592-821d-636e3e311510,ocd-contest/7bc7dd09-8910-4dd2-af0f-198cd24b881d,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1252223,1,1229068,3
RAYMOND C. LUTZ,DEMOCRATIC,2008 GENERAL,2008-11-04,Assembly 77,f,f,2017-10-25 02:23:45.196087+00,2017-10-25 02:23:45.317644+00,ocd-person/21a8eccb-469f-4824-8dc4-7741c01b6cd1,ocd-candidacy/cfca7d4e-42fc-4472-b9cd-a5cf25bbeada,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/2c7400f4-eddd-4b6f-ab64-3c5e9288f564,ocd-contest/87edc824-fc45-4830-9799-74de4c0ebec9,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1305082,1,1318429,1
RICHARD G. BELITZ,LIBERTARIAN,2008 GENERAL,2008-11-04,Assembly 77,f,f,2017-10-25 02:23:44.897168+00,2017-10-25 02:23:45.014813+00,ocd-person/39c1d0c9-6082-43ae-a17b-d3f16a247c22,ocd-candidacy/0bc36da8-16f1-4f41-840d-35bd403506c3,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/2c7400f4-eddd-4b6f-ab64-3c5e9288f564,ocd-contest/87edc824-fc45-4830-9799-74de4c0ebec9,ocd-organization/0f632422-8617-4738-9d45-1ebf82c111ba,1283090,1,1318415,1
JOEL C. ANDERSON,REPUBLICAN,2008 GENERAL,2008-11-04,Assembly 77,t,f,2017-10-25 02:13:26.724814+00,2017-10-25 02:13:26.807119+00,ocd-person/54d97045-1d92-4eb0-a0b7-5351e12f7d19,ocd-candidacy/caa4e372-7f35-4bf7-8b75-f88bdb00b9da,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/2c7400f4-eddd-4b6f-ab64-3c5e9288f564,ocd-contest/87edc824-fc45-4830-9799-74de4c0ebec9,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1004048,1,1260190,2
JOHN MC CANN,REPUBLICAN,2008 GENERAL,2008-11-04,Assembly 78,,f,2017-10-25 02:13:23.593876+00,2017-10-25 02:13:23.674589+00,ocd-person/dfd5b2f3-5384-4ac3-a793-a6cd7c243df1,ocd-candidacy/3c2a07f7-10a3-4eac-bbbd-3af2fd91e605,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/2bc3aff2-5e47-4c12-bb58-ab4576173e40,ocd-contest/802dd097-3ff2-4d4c-b465-bd9b7be1505e,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1295491,1,1254195,1
MARTY J. BLOCK,DEMOCRATIC,2008 GENERAL,2008-11-04,Assembly 78,,f,2017-10-25 02:13:23.345397+00,2017-10-25 02:13:23.426387+00,ocd-person/f1e3aa69-f7c5-4c01-b05a-5b516ba3afb9,ocd-candidacy/9a4a71d7-085a-4395-adae-5ea23af783ec,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/2bc3aff2-5e47-4c12-bb58-ab4576173e40,ocd-contest/802dd097-3ff2-4d4c-b465-bd9b7be1505e,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1294014,1,1230152,1
MARY H. SALAS,DEMOCRATIC,2008 GENERAL,2008-11-04,Assembly 79,t,f,2017-10-25 02:13:24.101371+00,2017-10-25 02:13:24.183252+00,ocd-person/164397a5-3972-4728-ba6c-4cafb4a3a63c,ocd-candidacy/ea9200f5-335b-44c2-bb56-23c6de5e2f83,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/28a36dcf-c245-4b72-b402-a901eccb1355,ocd-contest/a0518db3-1649-4e51-a74f-17bd48c9c5b7,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1276162,1,1246440,2
DERRICK ROACH,REPUBLICAN,2008 GENERAL,2008-11-04,Assembly 79,f,f,2017-10-25 02:13:23.869678+00,2017-10-25 02:13:23.947611+00,ocd-person/3553786f-8bfa-421c-b113-f82b810f43f1,ocd-candidacy/02856a7e-722e-42b0-be90-0c8ed382a0d5,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/28a36dcf-c245-4b72-b402-a901eccb1355,ocd-contest/a0518db3-1649-4e51-a74f-17bd48c9c5b7,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1305524,1,1322475,1
GARY JEANDRON,REPUBLICAN,2008 GENERAL,2008-11-04,Assembly 80,,f,2017-10-25 02:13:30.298086+00,2017-10-25 02:13:30.371509+00,ocd-person/dea20a9e-dc18-4a63-9ac8-a39f5e6054a8,ocd-candidacy/26ca004c-9298-41cf-80b2-b8eb57f8a865,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/363d1927-0704-45d8-ad94-fd07aa7db1c6,ocd-contest/884ee3da-307e-4bc7-8743-1a5c1f23dfc0,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1294051,1,1229071,1
V. MANUEL PEREZ,DEMOCRATIC,2008 GENERAL,2008-11-04,Assembly 80,,f,2017-10-25 02:13:30.52049+00,2017-10-25 02:13:30.595005+00,ocd-person/dfd8f933-031a-432c-938c-2c98517fcf68,ocd-candidacy/9b73ec34-eb2f-426f-a6ca-50cecad07285,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/363d1927-0704-45d8-ad94-fd07aa7db1c6,ocd-contest/884ee3da-307e-4bc7-8743-1a5c1f23dfc0,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1304928,1,1318005,1
ANSELMO A. CHAVEZ,DEMOCRATIC,2008 GENERAL,2008-11-04,State Senate 01,f,f,2017-10-25 02:24:05.804334+00,2017-10-25 02:24:05.9222+00,ocd-person/717a92e8-400b-46c6-9505-cc07fcd468d2,ocd-candidacy/97b38c77-6ec1-491d-af34-1e65949b757b,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/c91411a0-216b-4a79-845d-9b3a85e8bf6d,ocd-contest/3be110f4-5ee3-4da4-b088-ee900f59e3bc,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1005824,1,1320973,1
DAVE COX,REPUBLICAN,2008 GENERAL,2008-11-04,State Senate 01,t,f,2017-10-25 02:13:56.164199+00,2017-10-25 02:13:56.24323+00,ocd-person/bf1dfdd3-7762-4cce-af7a-f3018b1c6e7f,ocd-candidacy/0d6ea951-68b5-40a8-89b2-07e5c7fd186d,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/c91411a0-216b-4a79-845d-9b3a85e8bf6d,ocd-contest/3be110f4-5ee3-4da4-b088-ee900f59e3bc,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1004452,1,1068860,2
MARK LENO,DEMOCRATIC,2008 GENERAL,2008-11-04,State Senate 03,,f,2017-10-25 02:00:43.225329+00,2017-10-25 02:00:43.314098+00,ocd-person/1160a88d-f374-4146-88f8-4f310ceead31,ocd-candidacy/d3462ca6-55ba-4d79-bc91-15bc896d1f29,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/27ada149-d1f6-4536-b7e2-bed7316d32ff,ocd-contest/6572068c-fc1a-408b-9e48-e9c120eceb91,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1226645,1,1247968,1
SASHI MC ENTEE,REPUBLICAN,2008 GENERAL,2008-11-04,State Senate 03,,f,2017-10-25 02:24:05.505397+00,2017-10-25 02:24:05.627275+00,ocd-person/cf3f568f-e0b1-40ce-97cb-66f5bceda074,ocd-candidacy/b4e1df34-574a-42a7-8c3f-18bae405c468,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/27ada149-d1f6-4536-b7e2-bed7316d32ff,ocd-contest/6572068c-fc1a-408b-9e48-e9c120eceb91,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1305503,1,1322670,1
LOIS WOLK,DEMOCRATIC,2008 GENERAL,2008-11-04,State Senate 05,,f,2017-10-25 02:13:56.935109+00,2017-10-25 02:13:57.010117+00,ocd-person/00f122cc-5d8c-4315-9a40-4eb41e00efe2,ocd-candidacy/f062e900-fe4d-4fc3-9c55-8f1029e811be,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/bf1eeebf-8a4c-4833-8c62-d755b9e5716d,ocd-contest/0cb75053-96e4-4278-a2e4-3e05ceeed589,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1235630,1,1229060,1
GREG AGHAZARIAN,REPUBLICAN,2008 GENERAL,2008-11-04,State Senate 05,,f,2017-10-25 02:13:56.706406+00,2017-10-25 02:13:56.785448+00,ocd-person/9f8b9dc4-6f1b-4eaf-9ccb-2a02cbb6b943,ocd-candidacy/99769549-3837-477c-8b7d-1a969a680874,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/bf1eeebf-8a4c-4833-8c62-d755b9e5716d,ocd-contest/0cb75053-96e4-4278-a2e4-3e05ceeed589,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1005692,1,1255333,1
MARK DE SAULNIER,DEMOCRATIC,2008 GENERAL,2008-11-04,State Senate 07,,f,2017-10-25 02:13:56.435833+00,2017-10-25 02:13:56.510082+00,ocd-person/0760af7a-14c7-4cb1-9511-74df70e2ff0c,ocd-candidacy/efb86009-6204-475a-bbe1-7df60a7e43d5,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/144b9185-d57c-404d-b734-7e34d1756044,ocd-contest/b389fead-b3a6-4e8d-9bfe-dfaa9be1975a,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1236046,1,1273907,1
CHRISTIAN A. AMSBERRY,REPUBLICAN,2008 GENERAL,2008-11-04,State Senate 07,,f,2017-10-25 02:24:06.051365+00,2017-10-25 02:24:06.098379+00,ocd-person/0e4cc340-ebe2-4981-9111-536663a75c6c,ocd-candidacy/a8da503e-b69d-458f-821e-785467ce12d5,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/144b9185-d57c-404d-b734-7e34d1756044,ocd-contest/b389fead-b3a6-4e8d-9bfe-dfaa9be1975a,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,,0,,
LONI HANCOCK,DEMOCRATIC,2008 GENERAL,2008-11-04,State Senate 09,,f,2017-10-25 02:13:57.207301+00,2017-10-25 02:13:57.288033+00,ocd-person/063f9354-008d-4585-8684-98745d19e586,ocd-candidacy/51870bbf-c574-439f-979a-ece3e5fe33fa,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/baf1fcc6-cb1c-4237-a7bd-b49b818c3631,ocd-contest/07933c8d-d410-4030-b977-057104812fca,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1238901,1,1223184,1
MARSHA J. FEINLAND,PEACE AND FREEDOM,2008 GENERAL,2008-11-04,State Senate 09,,f,2017-10-25 02:24:06.579232+00,2017-10-25 02:24:06.697591+00,ocd-person/27d3ed10-7aa9-4d9f-b4bf-269a9bdb282e,ocd-candidacy/477215f7-3b33-4ff4-b33a-ba2ae2bdde77,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/baf1fcc6-cb1c-4237-a7bd-b49b818c3631,ocd-contest/07933c8d-d410-4030-b977-057104812fca,ocd-organization/1fc56b44-f71e-43c7-9ce4-eb240d791b5a,1304503,1,1316889,1
CLAUDIA BERMUDEZ,REPUBLICAN,2008 GENERAL,2008-11-04,State Senate 09,,f,2017-10-25 02:24:06.279436+00,2017-10-25 02:24:06.399448+00,ocd-person/ed76fd07-1b65-4b58-a836-6d0a8d9e407b,ocd-candidacy/8ff23c2e-8d87-461a-ab63-6689aafa84da,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/baf1fcc6-cb1c-4237-a7bd-b49b818c3631,ocd-contest/07933c8d-d410-4030-b977-057104812fca,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1304702,1,1317494,1
S. JOSEPH SIMITIAN,DEMOCRATIC,2008 GENERAL,2008-11-04,State Senate 11,t,f,2017-10-25 02:13:51.182921+00,2017-10-25 02:13:51.262615+00,ocd-person/88358ab3-d356-4e0b-9e8e-a2f76f83225a,ocd-candidacy/c6e5cd21-433b-4962-9352-696955d99598,ocd-election/abee92f4-d008-4f63-8b4d-02f022576994,ocd-post/632f3078-bed2-4c34-9c1a-e07f326dcf08,ocd-contest/0d3109b6-9799-43d6-8aec-8df63f65f60a,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1004819,1,1061353,2
